,Unnamed: 0,index,State,Pharmacy Name,Street Address 1 (physical store address),Street Address 2,City,Zip,Borough,county,location_lat,location_long,Location
5722,5722,5746,North,Rex Oncology Pharmacy of Cary,150 Parkway Office Court,"150 Parkway Office Court, Suite 200",Cary,27518,Wake,Wake County,35.74578708163270,-78.76728787755100,"150 Parkway Office Court, Cary, North, 27518"
5723,5723,5747,North,CDRX Infusion,1000 Clint Moore Rd.,"1000 Clint Moore Rd., Bldg. B Ste 201",Boca Raton,33487,,Palm Beach County,,,"1000 Clint Moore Rd., Boca Raton, North, 33487"
5724,5724,5748,North,Massey Hill Pharmacy,1072 Southern Ave,1072 Southern Ave,Fayetteville,283060183,Cumberland,Bladen County,,,"1072 Southern Ave, Fayetteville, North, 283060183"
5725,5725,5749,North,Medical Pharmacy of Albemarle,320 Yadkin St,320 Yadkin St,Albemarle,280013489,Stanly,Stanly County,,,"320 Yadkin St, Albemarle, North, 280013489"
5726,5726,5750,North,Medical Pharmacy of Uwharrie,1420 Us Hwy 52 N.,1420 Us Hwy 52 N.,Albermarle,28001,Stanly,Stanly County,,,"1420 Us Hwy 52 N., Albermarle, North, 28001"
5727,5727,5751,North,Blue Ridge Pharmacy- ADS at Laurels of Green Tree,70 Sweeten Creek Rd,70 Sweeten Creek Rd,Asheville,28803,Buncombe,Buncombe County,35.5635365859794,-82.53158809773200,"70 Sweeten Creek Rd, Asheville, North, 28803"
5728,5728,5752,North,Blue Ridge Pharmacy-ADS at Laurels of Summit Ridge,100 Riceville Road,100 Riceville Road,Asheville,28803,Buncombe,Buncombe County,35.59030321682340,-82.48624625592490,"100 Riceville Road, Asheville, North, 28803"
5729,5729,5753,North,Blue Ridge Pharmacy-ADS at Laurels- Hendersonville,290 Clear Creek Road,290 Clear Creek Road,Hendersonville,28792,Henderson,Henderson County,35.34299825,-82.45666776583540,"290 Clear Creek Road, Hendersonville, North, 28792"
5730,5730,5754,North,Blue Ridge Pharmacy- ADS at Laurels of Salisbury,215 Lash Drive,215 Lash Drive,Salisbury,28147,Davie,Rowan County,35.69404809778920,-80.5229888476583,"215 Lash Drive, Salisbury, North, 28147"
5731,5731,5755,North,PharMerica,205 E. Kings Highway,205 E. Kings Highway,Eden,27288,Rockingham,Rockingham County,36.49352795387270,-79.73878675370030,"205 E. Kings Highway, Eden, North, 27288"
5732,5732,5756,North,Southern Pharmacy Kernersville Carolina SeniorCare,802 E Center Street,802 E Center Street,Lexington,27292,Davidson,Davidson County,35.8134186,-80.2454733,"802 E Center Street, Lexington, North, 27292"
5733,5733,5757,North,Harris Teeter Pharmacy,2835 Reynolda Rd,2835 Reynolda Rd,Winston-Salem,27106,Forsyth,Forsyth County,36.144288586404900,-80.29980927175700,"2835 Reynolda Rd, Winston-Salem, North, 27106"
5734,5734,5758,North,NHRMC ED North Pharmacy,151 Scotts Hill Medical Drive,151 Scotts Hill Medical Drive,Wilmington,28411,New Hanover,New Hanover County,,,"151 Scotts Hill Medical Drive, Wilmington, North, 28411"
5735,5735,5759,North,PruittHealth Pharmacy Services Atlanta,1626 Jeurgens Court,1626 Jeurgens Court,Nocross,30093,,Gwinnett County,,,"1626 Jeurgens Court, Nocross, North, 30093"
5736,5736,5760,North,Boothwyn Pharmacy,221 Gale Lane,221 Gale Lane,Kennett Square,19348,,Chester County,,,"221 Gale Lane, Kennett Square, North, 19348"
5737,5737,5761,North,UNC Hillsborough Outpatient Pharmacy,430 Waterstone Drive,430 Waterstone Drive,Hillsborough,27278,Orange,Orange County,36.036918650000000,-79.0909761262633,"430 Waterstone Drive, Hillsborough, North, 27278"
5738,5738,5762,North,Inverness Apothecary Trinity,24333 Gordon Terry Pkwy.,"24333 Gordon Terry Pkwy., Suite B",Trinity,35673,,Morgan County,,,"24333 Gordon Terry Pkwy., Trinity, North, 35673"
5739,5739,5763,North,Walgreens #12730,11201 Durant Road,11201 Durant Road,Raleigh,27614,Wake,Wake County,35.908153,-78.600991,"11201 Durant Road, Raleigh, North, 27614"
5740,5740,5764,North,DSD Pharmacy Inc,1401 E Franklin Blvd,1401 E Franklin Blvd,Gastonia,28054,Gaston,Gaston County,35.2615976,-81.1557221,"1401 E Franklin Blvd, Gastonia, North, 28054"
5741,5741,5765,North,Holly Springs Pharmacy,648 Holly Springs Rd,648 Holly Springs Rd,Holly Springs,27540,Wake,Wake County,35.6548968,-78.8339437,"648 Holly Springs Rd, Holly Springs, North, 27540"
5742,5742,5766,North,ImprimisRx,1705 Route 46,12264 El Camino Real,San Diego,92130,,San Diego County,,,"1705 Route 46, San Diego, North, 92130"
5743,5743,5767,North,McCreary Cancer Center- UNC Hospitals,212 Mulberry St.,"212 Mulberry St., Sw",Lenoir,28645,Caldwell,Caldwell County,35.91296448979590,-81.53784579591840,"212 Mulberry St., Lenoir, North, 28645"
5744,5744,5768,North,Brynn Marr Hospital,192 Village Drive,192 Village Dr,Jacksonville,285467299,Onslow,Onslow County,,,"192 Village Drive, Jacksonville, North, 285467299"
5745,5745,5769,North,Realo Specialty Care Pharmacy,3800 Gateway Centre Blvd,3800 Gateway Centre Blvd,Morrisville,27560,Wake,Wake County,,,"3800 Gateway Centre Blvd, Morrisville, North, 27560"
5746,5746,5770,North,South Robeson Medical Center Pharmacy,1212 South Walnut Street,1212 South Walnut Street,Fairmont,28340,Robeson,Robeson County,34.49049181150550,-79.11227559669670,"1212 South Walnut Street, Fairmont, North, 28340"
5747,5747,5771,North,Encino Pharmacy_AKA MDR Pharmaceutical Care,17071 Ventura Blvd.,"17071 Ventura Blvd., Suite 100",Encino,91316,,Los Angeles County,,,"17071 Ventura Blvd., Encino, North, 91316"
5748,5748,5772,North,Sumter Cut Rate Drugs,32 S Main Street,32 S Main Street,Sumter,29150,,Sumter County,,,"32 S Main Street, Sumter, North, 29150"
5749,5749,5773,North,University of Colorado Hospital Atrium Pharmacy,12605 E. 16Th Ave,12605 E. 16Th Ave,Aurora,80045,,Adams County,,,"12605 E. 16Th Ave, Aurora, North, 80045"
5750,5750,5774,North,McLeod Outpatient Pharmacy,501 E Cheves St. Suite D,501 E Cheves St. Suite D,Florence,29506,,Florence County,,,"501 E Cheves St. Suite D, Florence, North, 29506"
5751,5751,5775,North,MMS Solutions,239 Mason Road,239 Mason Road,La Vergne,37086,,Rutherford County,,,"239 Mason Road, La Vergne, North, 37086"
5752,5752,5776,North,OneRx LLC,8490 Honeycutt Rd.,"8490 Honeycutt Rd., Suite 103",Raleigh,27615,Wake,Wake County,35.895785919745600,-78.6225337472134,"8490 Honeycutt Rd., Raleigh, North, 27615"
5753,5753,5777,North,Walgreens #15552,1116 Us Hwy 70 West,1116 Us Hwy 70 West,Garner,27529,Wake,Wake County,,,"1116 Us Hwy 70 West, Garner, North, 27529"
5754,5754,5778,North,Wal-Mart Pharmacy #10-4065,8035 Market Street,8035 Market Street,Wilmington,28411,New Hanover,New Hanover County,34.295954950000000,-77.7990754668275,"8035 Market Street, Wilmington, North, 28411"
5755,5755,5779,North,Star Bright Pharmacy,231 Mt Holly-Huntersville Rd Suite 160,231 Mt Holly-Huntersville Rd Suite 160,Charlotte,28214,Mecklenburg,Mecklenburg County,,,"231 Mt Holly-Huntersville Rd Suite 160, Charlotte, North, 28214"
5756,5756,5780,North,"AcariaHealth Pharmacy, Inc",2924 Telestar Court,2924 Telestar Court,Falls Church,22042,,Fairfax County,,,"2924 Telestar Court, Falls Church, North, 22042"
5757,5757,5781,North,HealthKeeperz Pharmacy,812 Candy Park Road,PO Box 2760,Pembroke,28372,Robeson,Robeson County,34.661264897959200,-79.18060059183670,"812 Candy Park Road, Pembroke, North, 28372"
5758,5758,5782,North,CarolinaCARE,4400 Golf Acres Dr Bldg J,"4400 Golf Acres Dr Bldg J, Ste C",Charlotte,282311691,Mecklenburg,Mecklenburg County,,,"4400 Golf Acres Dr Bldg J, Charlotte, North, 282311691"
5759,5759,5783,North,Carolina Mountain Pharmacy,7 Pisgah Highway,7 Pisgah Highway,Candler,28715,Buncombe,Buncombe County,35.53883995718610,-82.68065667711760,"7 Pisgah Highway, Candler, North, 28715"
5760,5760,5784,North,Home Town Pharmacy,101 South Vance Street,101 South Vance Street,Sanford,27330,Lee,Lee County,35.4784711,-79.1826815,"101 South Vance Street, Sanford, North, 27330"
5761,5761,5785,North,Wal-Mart Pharmacy #10-6243,3633 Clemmons Road,3633 Clemmons Road,Clemmons,27012,Forsyth,Forsyth County,36.0208758,-80.3802065,"3633 Clemmons Road, Clemmons, North, 27012"
5762,5762,5786,North,Wal-Mart Pharmacy #10-7296,2794 Hickory Blvd,2794 Hickory Blvd,Hudson,28638,Caldwell,Caldwell County,35.859104,-81.483293,"2794 Hickory Blvd, Hudson, North, 28638"
5763,5763,5787,North,EnvisionPharmacies,7835 Freedom Ave.,"7835 Freedom Ave., N.W.",North Canton,44720,,Stark County,,,"7835 Freedom Ave., North Canton, North, 44720"
5764,5764,5788,North,Adler Pharmacy,3806 A North Church Street,1320 Lees Chapel Road,Greensboro,27455,Guilford,Guilford County,36.104837,-79.781056,"3806 A North Church Street, Greensboro, North, 27455"
5765,5765,5789,North,Carolina Pharmacy,8035 Providence Rd.,"8035 Providence Rd., Unit 300",Charlotte,28277,Mecklenburg,Mecklenburg County,35.0988743,-80.7762787,"8035 Providence Rd., Charlotte, North, 28277"
5766,5766,5790,North,Ingles Markets Pharmacy #134,1572 Sand Hill Road,1572 Sand Hill Road,Candler,28715,Buncombe,Buncombe County,35.54386395,-82.65942898163200,"1572 Sand Hill Road, Candler, North, 28715"
5767,5767,5791,North,PharMerica,1602 E Franklin Street,1602 E Franklin Street,Chapel Hill,27514,Orange,Orange County,35.9337852,-79.02948905975980,"1602 E Franklin Street, Chapel Hill, North, 27514"
5768,5768,5792,North,Sthrn Pharmacy Srvcs Kernersville Clapps Asheboro,500 Mountain Top Drive,500 Mountain Top Drive,Asheboro,27203,Randolph,Randolph County,35.709378402404000,-79.78826286132600,"500 Mountain Top Drive, Asheboro, North, 27203"
5769,5769,5793,North,Wal-Mart Pharmacy #10-3411,8660 Cliffdale Rd,8660 Cliffdale Rd,Fayetteville,28314,Cumberland,Cumberland County,35.0545432,-79.06455838438840,"8660 Cliffdale Rd, Fayetteville, North, 28314"
5770,5770,5794,North,Cannon Pharmacy,1706 South Cannon Blvd,1706 South Cannon Blvd,Kannapolis,28083,Cabarrus,Cabarrus County,35.471025795918400,-80.61060179591840,"1706 South Cannon Blvd, Kannapolis, North, 28083"
5771,5771,5795,North,Cannon Pharmacy- Concord,760 Cabarrus Ave.,"760 Cabarrus Ave., W",Concord,28027,Cabarrus,Cabarrus County,35.396129224066300,-80.60932789086080,"760 Cabarrus Ave., Concord, North, 28027"
5772,5772,5796,North,Cannon Pharmacy,521 E. Plaza Drive,521 E. Plaza Drive,Mooresville,28115,Iredell,Iredell County,35.5987668,-80.81328553804070,"521 E. Plaza Drive, Mooresville, North, 28115"
5773,5773,5797,North,Cannon Pharmacy Morrocroft,4501 Cameron Valley Pkwy.,"4501 Cameron Valley Pkwy., Suite 125",Charlotte,28211,Mecklenburg,Mecklenburg County,35.1482158,-80.82416587426900,"4501 Cameron Valley Pkwy., Charlotte, North, 28211"
5774,5774,5798,North,Cannon Pharmacy-Sedgefield,2334 South Blvd.,2334 South Blvd.,Charlotte,28203,Mecklenburg,Mecklenburg County,35.2048235,-80.8635334,"2334 South Blvd., Charlotte, North, 28203"
5775,5775,5799,North,Healthwise Pharmacy & Home Infusion,615-B South Memorial Dr,615-B South Memorial Dr,Greenville,27834,Pitt,Pitt County,35.6151763,-77.3920539,"615-B South Memorial Dr, Greenville, North, 27834"
5776,5776,5800,North,Therapeutic Solutions Home Infusion,615-B South Memorial Dr,615-B South Memorial Dr,Greenville,27834,Pitt,Pitt County,35.6151763,-77.3920539,"615-B South Memorial Dr, Greenville, North, 27834"
5777,5777,5801,North,AnazaoHealth,5710 Hoover Blvd,5710 Hoover Blvd,Tampa,33634,,Hillsborough County,,,"5710 Hoover Blvd, Tampa, North, 33634"
5778,5778,5802,North,Meijer Specialty Pharmacy,415 Crossways Park Dr.,"415 Crossways Park Dr., Ste. A",Woodbury,11797,,Nassau County,,,"415 Crossways Park Dr., Woodbury, North, 11797"
5779,5779,5803,North,Cannon Pharmacy North,1402 N Cannon Blvd,1402 N Cannon Blvd,Kannapolis,28083,Rowan,Cabarrus County,35.51411770432370,-80.61011349751470,"1402 N Cannon Blvd, Kannapolis, North, 28083"
5780,5780,5804,North,Chewy Pharmacy KY LLC,2815 Watterson Trail,2815 Watterson Trail,Louisville,40299,,Jefferson County,,,"2815 Watterson Trail, Louisville, North, 40299"
5781,5781,5805,North,Scotland Oncology Pharmacy,500 Lauchwood Drive,500 Lauchwood Drive,Laurinburg,28352,Scotland,Scotland County,34.75273785,-79.46884571195170,"500 Lauchwood Drive, Laurinburg, North, 28352"
5782,5782,5806,North,Walgreens #12132,104 Sherron Road,104 Sherron Road,Durham,27703,Durham,Durham County,35.97644205,-78.79456637556290,"104 Sherron Road, Durham, North, 27703"
5783,5783,5807,North,Premier Pharmacy & Wellness Center,3010 Monroe Rd.,"3010 Monroe Rd., Suite 101",Charlotte,28205,Mecklenburg,Mecklenburg County,35.20417854716980,-80.80466858490570,"3010 Monroe Rd., Charlotte, North, 28205"
5784,5784,5808,North,TWC Compounding Specialist,17733 Old Jefferson Highway,17733 Old Jefferson Highway,Prairieville,70769,,Ascension Parish,,,"17733 Old Jefferson Highway, Prairieville, North, 70769"
5785,5785,5809,North,ABCCM 356 Pharmacy,356 Biltmore Suite 205,356 Biltmore Suite 205,Asheville,28801,Buncombe,Buncombe County,,,"356 Biltmore Suite 205, Asheville, North, 28801"
5786,5786,5810,North,Food Lion Pharmacy #1660,1419 East Andrews Avenue,1419 East Andrews Avenue,Henderson,27536,Vance,Vance County,36.318796513061100,-78.38248475548490,"1419 East Andrews Avenue, Henderson, North, 27536"
5787,5787,5811,North,Complete Laser Clinic,510-15 A River Hwy,510-15 A River Hwy,Mooresville,28117,Iredell,Iredell County,35.5957946,-80.8649953,"510-15 A River Hwy, Mooresville, North, 28117"
5788,5788,5812,North,GUC Occupational Health Pharmacy,801 Mumford Rd,801 Mumford Rd,Greenville,27834,Pitt,Pitt County,35.6300601,-77.3665802,"801 Mumford Rd, Greenville, North, 27834"
5789,5789,5813,North,Wal-Mart Pharmacy #10-7137,4250 Western Boulevard,4250 Western Boulevard,Jacksonville,28546,Onslow,Onslow County,34.8009868,-77.4155143,"4250 Western Boulevard, Jacksonville, North, 28546"
5790,5790,5814,North,PDI Pharmacy Services,960 Pamplico Hwy,"960 Pamplico Hwy, Suite A",Florence,29505,,Florence County,,,"960 Pamplico Hwy, Florence, North, 29505"
5791,5791,5815,North,PrescribeIT Rx- Miramar,10749 Marks Way,10749 Marks Way,Miramar,33025,,Broward County,,,"10749 Marks Way, Miramar, North, 33025"
5792,5792,5816,North,Innovascript,641 Kolter Drive,641 Kolter Drive,Indiana,15701,,Indiana County,,,"641 Kolter Drive, Indiana, North, 15701"
5793,5793,5817,North,AnazaoHealth Corporation,7465 W. Sunset Rd.,"7465 W. Sunset Rd., Suite 1200",Las Vegas,89113,,Clark County,,,"7465 W. Sunset Rd., Las Vegas, North, 89113"
5794,5794,5818,North,"US Med, LLC",1480 Nw 79Th Ave,1480 Nw 79Th Ave,Miami,33126,,Miami-Dade County,25.929239,-80.330399,"1480 Nw 79Th Ave, Miami, North, 33126"
5795,5795,5819,North,Harris Teeter Pharmacy #064,5710 W West Gate City Blvd,5710 W West Gate City Blvd,Greensboro,27407,Guilford,Guilford County,,,"5710 W West Gate City Blvd, Greensboro, North, 27407"
5796,5796,5820,North,Wal-Mart Pharmacy #10-3504,2415 Springs Road Ne,2415 Springs Road Ne,Hickory,28601,Catawba,Catawba County,35.752637,-81.289448,"2415 Springs Road Ne, Hickory, North, 28601"
5797,5797,5821,North,Olympia Pharmacy,6700 Conroy Rd.,"6700 Conroy Rd., Ste 155",Orlando,32835,,Orange County,,,"6700 Conroy Rd., Orlando, North, 32835"
5798,5798,5822,North,CVS/pharmacy #10682,3001 Hillsborough St.,"3001 Hillsborough St., Suite 100",Raleigh,27607,Wake,Wake County,35.7893589,-78.6762101,"3001 Hillsborough St., Raleigh, North, 27607"
5799,5799,5823,North,Harris Teeter Pharmacy #225,2021 Olde Regent Way,2021 Olde Regent Way,Leland,28451,Brunswick,Brunswick County,34.218661773052300,-78.01767568813560,"2021 Olde Regent Way, Leland, North, 28451"
5800,5800,5824,North,Wal-Mart Pharmacy #10-4545,2700 Ward Blvd,2700 Ward Blvd,Wilson,27893,Wilson,Wilson County,35.752502,-77.929145,"2700 Ward Blvd, Wilson, North, 27893"
5801,5801,5825,North,Carters Ortega Pharmacy,2923 Corinthian Ave,2923 Corinthian Ave,Jacksonville,32210,,Duval County,,,"2923 Corinthian Ave, Jacksonville, North, 32210"
5802,5802,5826,North,"DeliverCareRx Pharmacy, LLC",1471 E. Business Center Drive,"1471 E. Business Center Drive, Ste 200",Mt. Prospect,60056,,Cook County,,,"1471 E. Business Center Drive, Mt. Prospect, North, 60056"
5803,5803,5827,North,Pharmacy Innovations,2936 W 17Th Street,2936 W 17Th Street,Erie,16505,,Erie County,,,"2936 W 17Th Street, Erie, North, 16505"
5804,5804,5828,North,"US Healthlink, LLC",1516 East Hillcrest Street,"1516 East Hillcrest Street, Suite 301",Orlando,32803,,Orange County,,,"1516 East Hillcrest Street, Orlando, North, 32803"
5805,5805,5829,North,Realo Discount Drugs,502 West Thurman Rd,502 West Thurman Rd,New Bern,28562,Craven,Craven County,35.037072,-77.008887,"502 West Thurman Rd, New Bern, North, 28562"
5806,5806,5830,North,Ridgeway Pharmacy Ltd.,2824 Us Hwy 93 N,2824 Us Hwy 93 N,Victor,59875,,Ravalli County,,,"2824 Us Hwy 93 N, Victor, North, 59875"
5807,5807,5831,North,Publix Pharmacy #1490,5015 Weddington Road,5015 Weddington Road,Concord,28027,Cabarrus,Cabarrus County,35.3798242,-80.6972482,"5015 Weddington Road, Concord, North, 28027"
5808,5808,5832,North,Student Stores Pharmacy,Cb 1530 Daniels Building 207 South Road,Cb 1530 Daniels Building 207 South Road,Chapel Hill,27599,Orange,Orange County,,,"Cb 1530 Daniels Building 207 South Road, Chapel Hill, North, 27599"
5809,5809,5833,North,Walgreens #15487,3205 Avent Ferry Rd,3205 Avent Ferry Rd,Raleigh,27606,Wake,Wake County,35.767731,-78.69506365419890,"3205 Avent Ferry Rd, Raleigh, North, 27606"
5810,5810,5834,North,Curant Health Georgia LLC,200 Technology Court Se,"200 Technology Court Se, Suite B",Smryna,30082,,Cobb County,,,"200 Technology Court Se, Smryna, North, 30082"
5811,5811,5835,North,Simple Meds LLC,6862 Hillsdale Court,6862 Hillsdale Court,Indianapolis,46250,,Marion County,,,"6862 Hillsdale Court, Indianapolis, North, 46250"
5812,5812,5836,North,Northern Family Medicine Pharmacy,280 N. Pointe Blvd,280 N. Pointe Blvd,Mt. Airy,27030,Stokes,Surry County,36.51789765,-80.62811410474460,"280 N. Pointe Blvd, Mt. Airy, North, 27030"
5813,5813,5837,North,ACS Pharmacy,6251 Chancellor Dr.,"6251 Chancellor Dr., Suite 101",Orlando,32809,,Orange County,,,"6251 Chancellor Dr., Orlando, North, 32809"
5814,5814,5838,North,"Clinical Pharmacy Services, Inc.",101 Dillon Court,101 Dillon Court,Gray,37615,,Washington County,,,"101 Dillon Court, Gray, North, 37615"
5815,5815,5839,North,MediSuite,160 Macgregor Pines Dr.,"160 Macgregor Pines Dr., Suite 110",Cary,27511,Wake,Wake County,35.74381875,-78.81764846814910,"160 Macgregor Pines Dr., Cary, North, 27511"
5816,5816,5840,North,Walgreens #1219-2,14901 Nw 79Th Ct.,14901 Nw 79Th Ct.,Miami Lakes,33016,,Miami-Dade County,,,"14901 Nw 79Th Ct., Miami Lakes, North, 33016"
5817,5817,5841,North,Walgreens #1261-2,8325 South Park Circle,"8325 South Park Circle, Suite 201",Orlando,32819,,Orange County,,,"8325 South Park Circle, Orlando, North, 32819"
5818,5818,5842,North,Walgreens #1109-2,521 W. Avalon Avenue,521 W. Avalon Avenue,Muscle Shoals,35661,,Colbert County,,,"521 W. Avalon Avenue, Muscle Shoals, North, 35661"
5819,5819,5843,North,Swift Creek Pharmacy,2703 Jones Franklin Rd.,"2703 Jones Franklin Rd., Suite 104",Cary,27518,Wake,Wake County,35.74635377105360,-78.73772833330510,"2703 Jones Franklin Rd., Cary, North, 27518"
5820,5820,5844,North,Wal-Mart Pharmacy #10-7206,10250 S. Main Street,10250 S. Main Street,Archdale,27263,Randolph,Randolph County,35.898133,-79.946037,"10250 S. Main Street, Archdale, North, 27263"
5821,5821,5845,North,Wal-Mart Pharmacy #10-4848,8322 Pineville-Matthews Rd,8322 Pineville-Matthews Rd #601,Charlotte,28226,Mecklenburg,Mecklenburg County,35.090526,-80.859276,"8322 Pineville-Matthews Rd, Charlotte, North, 28226"
5822,5822,5846,North,CareZone Pharmacy,860 Harbour Way S.,"121 Capp Street, Suite 200",San Francisco,94110,,San Francisco County,,,"860 Harbour Way S., San Francisco, North, 94110"
5823,5823,5847,North,Heartland Veterinary Pharmacy,401 W 33Rd Street,401 W 33Rd Street,Hastings,68901,,Adams County,,,"401 W 33Rd Street, Hastings, North, 68901"
5824,5824,5848,North,"Optum Infusion Services 208, Inc.",556 Arbor Hill Rd.,"556 Arbor Hill Rd., Suite F",Kernersville,27284,Forsyth,Forsyth County,36.1087055396235,-80.09140989029100,"556 Arbor Hill Rd., Kernersville, North, 27284"
5825,5825,5849,North,"Optum Infusion Services 305, LLC",15529 College Blvd.,15529 College Blvd.,Lenexa,66219,,Johnson County,,,"15529 College Blvd., Lenexa, North, 66219"
5826,5826,5850,North,Harris Teeter Pharmacy #416,21720 Catawba Ave,21720 Catawba Ave,Cornelius,28031,Mecklenburg,Mecklenburg County,35.48115266562710,-80.8565113320851,"21720 Catawba Ave, Cornelius, North, 28031"
5827,5827,5851,North,Harris Teeter Pharmacy #092,12190 University City Blvd,12190 University City Blvd,Harrisburg,28075,Cabarrus,Cabarrus County,35.3162150166062,-80.67762342542300,"12190 University City Blvd, Harrisburg, North, 28075"
5828,5828,5852,North,Select Care Pharmacy,15 Glenn Bridge Dr.,"15 Glenn Bridge Dr., Ste A",Arden,28704,Buncombe,Buncombe County,,,"15 Glenn Bridge Dr., Arden, North, 28704"
5829,5829,5853,North,Kernersville in Well-Spring Retirement,4100 Well Spring Drive,4100 Well Spring Drive,Greensboro,27410,Guilford,Guilford County,36.132622,-79.875155,"4100 Well Spring Drive, Greensboro, North, 27410"
5830,5830,5854,North,Walmart Pharmacy 10-5393,1050 Alamance Church Road,1050 Alamance Church Road,Greensboro,27406,Guilford,Guilford County,36.0402211,-79.7706805,"1050 Alamance Church Road, Greensboro, North, 27406"
5831,5831,5855,North,"PerformSpecialty, LLC",2416 Lake Orange Drive,"2416 Lake Orange Drive, Suite 190",Orlando,32837,,Orange County,,,"2416 Lake Orange Drive, Orlando, North, 32837"
5832,5832,5856,North,"Country Pharmacy, Inc",610A West Main Street,610A West Main Street,Rockwell,28138,Rowan,Rowan County,35.5553733,-80.4131336,"610A West Main Street, Rockwell, North, 28138"
5833,5833,5857,North,PruittHealth Pharmacy Services,300 Morris Road,300 Morris Road,Brevard,28712,Transylvania,Transylvania County,35.261599,-82.711476,"300 Morris Road, Brevard, North, 28712"
5834,5834,5858,North,PruittHealth Pharmacy Services,3100 Erwin Road,3100 Erwin Road,Durham,27705,Durham,Durham County,36.0042841,-78.95063890511920,"3100 Erwin Road, Durham, North, 27705"
5835,5835,5859,North,PruittHealth Pharmacy Services,5935 Mount Sinai Rd,5935 Mount Sinai Rd,Durham,27705,Durham,Durham County,35.98998,-78.9945387,"5935 Mount Sinai Rd, Durham, North, 27705"
5836,5836,5860,North,PruittHealth Pharmacy Services,560 Johnson Ridge Rd,560 Johnson Ridge Rd,Elkin,28621,Surry,Surry County,36.263614,-80.832584,"560 Johnson Ridge Rd, Elkin, North, 28621"
5837,5837,5861,North,PruittHealth Pharmacy Services,214 Cochran Ave,214 Cochran Ave,Fayetteville,28301,Cumberland,Cumberland County,35.09102785714290,-78.87418828571430,"214 Cochran Ave, Fayetteville, North, 28301"
5838,5838,5862,North,PruittHealth Pharmacy Services,6300 Roberta Road,6300 Roberta Road,Harrisburg,28075,Cabarrus,Cabarrus County,35.329393,-80.6474,"6300 Roberta Road, Harrisburg, North, 28075"
5839,5839,5863,North,PruittHealth Pharmacy Services,3510 W. Highway 74,3510 W. Highway 74,Monroe,28110,Union,Union County,,,"3510 W. Highway 74, Monroe, North, 28110"
5840,5840,5864,North,PruittHealth Pharmacy Services,1601 Brenner Ave.,"1601 Brenner Ave., Bldg 10",Salisbury,28144,Rowan,Rowan County,35.68456975,-80.4907533966859,"1601 Brenner Ave., Salisbury, North, 28144"
5841,5841,5865,North,TridentCareRx,910 Tate Blvd. Se,"910 Tate Blvd. Se, Ste 111",Hickory,28601,Catawba,Catawba County,35.730311429790500,-81.32471675535860,"910 Tate Blvd. Se, Hickory, North, 28601"
5842,5842,5866,North,Walgreens #16405,1500 E. 3Rd Street,"1500 E. 3Rd Street, Suite A",Charlotte,28204,Mecklenburg,Mecklenburg County,35.2128,-80.829825,"1500 E. 3Rd Street, Charlotte, North, 28204"
5843,5843,5867,North,Wal-Mart Pharmacy #10-4432,1818 Northwest Blvd,1818 Northwest Blvd,Newton,28658,Catawba,Catawba County,35.6807,-81.2307,"1818 Northwest Blvd, Newton, North, 28658"
5844,5844,5868,North,Homescripts,500 Kirts Blvd.,"500 Kirts Blvd., Ste. 300",Troy,48084,,Oakland County,,,"500 Kirts Blvd., Troy, North, 48084"
5845,5845,5869,North,Dunn Meadow Pharmacy,1555 Center Ave.,"1555 Center Ave., First Floor",Fort Lee,7024,,Bergen County,,,"1555 Center Ave., Fort Lee, North, 7024"
5846,5846,5870,North,GPS Pharmacy Solutions,163 South Trade Street,"163 South Trade Street, Bldg A",Matthews,28105,Mecklenburg,Mecklenburg County,35.1151937,-80.7228016,"163 South Trade Street, Matthews, North, 28105"
5847,5847,5871,North,Harris Teeter Pharmacy #080,305 Ivey Lane,305 Ivey Lane,Pinehurst,28374,Moore,Moore County,,,"305 Ivey Lane, Pinehurst, North, 28374"
5848,5848,5872,North,Two Rivers Pharmacy,101 Broadfoot Ave,101 Broadfoot Ave,Fayetteville,28305,Cumberland,Cumberland County,35.05678,-78.900136,"101 Broadfoot Ave, Fayetteville, North, 28305"
5849,5849,5873,North,"Zoo City Drug II, Inc",415 Nc Hwy 49 South,415 Nc Hwy 49 South,Asheboro,27205,Randolph,Randolph County,,,"415 Nc Hwy 49 South, Asheboro, North, 27205"
5850,5850,5874,North,Recept Pharmacy,800 8Th Avenue,"800 8Th Avenue, Suite 130",Ft. Worth,76104,,Tarrant County,,,"800 8Th Avenue, Ft. Worth, North, 76104"
5851,5851,5875,North,Red Chip of Nevada,18009 Sky Park Circle,"18009 Sky Park Circle, Suite F",Irvine,92614,,Orange County,,,"18009 Sky Park Circle, Irvine, North, 92614"
5852,5852,5876,North,Pharmacy Specialists,697 S Stemmons Frwy Suite 100,697 S Stemmons Frwy Suite 100,Lewisville,75067,,Denton County,,,"697 S Stemmons Frwy Suite 100, Lewisville, North, 75067"
5853,5853,5877,North,Central Carolina Pharmaceutical Services,308 White Oak St,308 White Oak St,Asheboro,27203,Randolph,Randolph County,35.71036494117650,-79.81525276470590,"308 White Oak St, Asheboro, North, 27203"
5854,5854,5878,North,Omnicare of Hickory,1257 25Th St Place Se,1257 25Th St Place Se,Hickory,28602,Catawba,Catawba County,35.707967366005900,-81.28875565646930,"1257 25Th St Place Se, Hickory, North, 28602"
